;DayOfWeek;POS Total Units Sold Promo and Regular;Encoded_REST_KEY
3056;Saturday;10;Store4
3057;Sunday;14;Store1
3058;Sunday;12;Store2
3059;Sunday;14;Store3
3060;Sunday;15;Store4
3061;Monday;13;Store1
3062;Monday;11;Store2
3063;Monday;6;Store3
3064;Monday;16;Store4
3065;Tuesday;14;Store1
3066;Tuesday;9;Store2
3067;Tuesday;7;Store3
3068;Tuesday;10;Store4
3069;Wednesday;14;Store1
3070;Wednesday;8;Store2
3071;Wednesday;6;Store3
3072;Wednesday;18;Store4
3073;Thursday;16;Store1
3074;Thursday;13;Store2
3075;Thursday;9;Store3
3076;Thursday;21;Store4
3077;Friday;18;Store1
3078;Friday;5;Store2
3079;Friday;15;Store3
3080;Friday;19;Store4
3081;Saturday;9;Store1
3082;Saturday;7;Store2
3083;Saturday;11;Store3
3084;Saturday;15;Store4
3085;Sunday;12;Store1
3086;Sunday;9;Store2
3087;Sunday;5;Store3
3088;Sunday;13;Store4
3089;Monday;21;Store1
3090;Monday;10;Store2
3091;Monday;6;Store3
3092;Monday;13;Store4
3093;Tuesday;11;Store1
3094;Tuesday;11;Store2
3095;Tuesday;7;Store3
3096;Tuesday;26;Store4
3097;Wednesday;19;Store1
3098;Wednesday;8;Store2
3099;Wednesday;13;Store3
3100;Wednesday;17;Store4
3101;Thursday;18;Store1
3102;Thursday;16;Store2
3103;Thursday;12;Store3
3104;Thursday;17;Store4
3105;Friday;17;Store1
3106;Friday;7;Store2
3107;Friday;15;Store3
3108;Friday;20;Store4
3109;Saturday;11;Store1
3110;Saturday;8;Store2
3111;Saturday;6;Store3
3112;Saturday;16;Store4
3113;Sunday;13;Store1
3114;Sunday;11;Store2
3115;Sunday;2;Store3
3116;Sunday;18;Store4
3117;Monday;11;Store1
3118;Monday;12;Store2
3119;Monday;7;Store3
3120;Monday;13;Store4
3121;Tuesday;17;Store1
3122;Tuesday;10;Store2
3123;Tuesday;13;Store3
3124;Tuesday;25;Store4
3125;Wednesday;16;Store1
3126;Wednesday;15;Store2
3127;Wednesday;9;Store3
3128;Wednesday;15;Store4
3129;Thursday;12;Store1
3130;Thursday;18;Store2
3131;Thursday;18;Store3
3132;Thursday;20;Store4
3133;Friday;18;Store1
3134;Friday;14;Store2
3135;Friday;4;Store3
3136;Friday;15;Store4
3137;Saturday;12;Store1
3138;Saturday;5;Store2
3139;Saturday;13;Store4
3140;Sunday;10;Store1
3141;Sunday;6;Store3
3142;Sunday;13;Store4
3143;Monday;18;Store1
3144;Monday;13;Store2
3145;Monday;7;Store3
3146;Monday;21;Store4
3147;Tuesday;21;Store1
3148;Tuesday;9;Store2
3149;Tuesday;10;Store3
3150;Tuesday;20;Store4
3151;Wednesday;11;Store1
3152;Wednesday;12;Store2
3153;Wednesday;7;Store3
3154;Wednesday;20;Store4
3155;Thursday;22;Store1
3156;Thursday;12;Store2
3157;Thursday;5;Store3
3158;Thursday;17;Store4
3159;Friday;20;Store1
3160;Friday;12;Store2
3161;Friday;12;Store3
3162;Friday;18;Store4
3163;Saturday;12;Store1
3164;Saturday;9;Store2
3165;Saturday;12;Store3
3166;Saturday;10;Store4
3167;Sunday;6;Store1
3168;Sunday;13;Store2
3169;Sunday;7;Store3
3170;Sunday;14;Store4
3171;Saturday;1;Store3
3172;Saturday;1;Store4
3173;Monday;1;Store2
3174;Tuesday;1;Store3
3175;Wednesday;2;Store3
3176;Thursday;1;Store1
3177;Thursday;1;Store3
3178;Thursday;1;Store4
3179;Friday;2;Store1
3180;Friday;1;Store3
3181;Friday;1;Store4
3182;Saturday;3;Store1
3183;Sunday;1;Store1
3184;Tuesday;2;Store3
3185;Wednesday;1;Store1
3186;Wednesday;1;Store2
3187;Wednesday;1;Store3
3188;Thursday;1;Store1
3189;Thursday;1;Store2
3190;Thursday;3;Store3
3191;Thursday;1;Store4
3192;Friday;1;Store1
3193;Friday;2;Store2
3194;Friday;1;Store3
3195;Saturday;2;Store4
3196;Monday;1;Store1
3197;Tuesday;2;Store1
3198;Wednesday;1;Store3
3199;Thursday;1;Store1
3200;Friday;1;Store1
3201;Friday;2;Store2
3202;Friday;1;Store4
3203;Sunday;2;Store1
3204;Sunday;1;Store3
3205;Monday;2;Store1
3206;Wednesday;2;Store1
3207;Wednesday;2;Store2
3208;Wednesday;1;Store4
3209;Thursday;2;Store1
3210;Thursday;1;Store3
3211;Friday;1;Store2
3212;Saturday;1;Store1
3213;Saturday;2;Store3
3214;Saturday;2;Store4
3215;Sunday;1;Store2
3216;Sunday;1;Store3
3217;Monday;1;Store1
3218;Monday;1;Store3
3219;Monday;33;Store1
3220;Monday;40;Store2
3221;Monday;36;Store3
3222;Monday;39;Store4
3223;Saturday;39;Store1
3224;Saturday;44;Store2
3225;Saturday;36;Store3
3226;Saturday;22;Store4
3227;Sunday;28;Store1
3228;Sunday;24;Store2
3229;Sunday;33;Store3
3230;Sunday;27;Store4
3231;Monday;15;Store1
3232;Monday;31;Store2
3233;Monday;50;Store3
3234;Monday;29;Store4
3235;Tuesday;32;Store1
3236;Tuesday;49;Store2
3237;Tuesday;45;Store3
3238;Tuesday;27;Store4
3239;Wednesday;32;Store1
3240;Wednesday;36;Store2
3241;Wednesday;45;Store3
3242;Wednesday;25;Store4
3243;Thursday;45;Store1
3244;Thursday;41;Store2
3245;Thursday;36;Store3
3246;Thursday;39;Store4
3247;Friday;30;Store1
3248;Friday;33;Store2
3249;Friday;37;Store3
3250;Friday;28;Store4
3251;Saturday;27;Store1
3252;Saturday;15;Store2
3253;Saturday;25;Store3
3254;Saturday;24;Store4
3255;Sunday;19;Store1
3256;Sunday;33;Store2
3257;Sunday;41;Store3
3258;Sunday;12;Store4
3259;Monday;35;Store1
3260;Monday;38;Store2
3261;Monday;27;Store3
3262;Monday;26;Store4
3263;Tuesday;22;Store1
3264;Tuesday;36;Store2
3265;Tuesday;29;Store3
3266;Tuesday;30;Store4
3267;Wednesday;26;Store1
3268;Wednesday;37;Store2
3269;Wednesday;35;Store3
3270;Wednesday;19;Store4
3271;Thursday;45;Store1
3272;Thursday;34;Store2
3273;Thursday;41;Store3
3274;Thursday;24;Store4
3275;Friday;35;Store1
3276;Friday;27;Store2
3277;Friday;25;Store3
3278;Friday;28;Store4
3279;Saturday;18;Store1
3280;Saturday;23;Store2
3281;Saturday;34;Store3
3282;Saturday;25;Store4
3283;Sunday;24;Store1
3284;Sunday;27;Store2
3285;Sunday;29;Store3
3286;Sunday;13;Store4
3287;Monday;15;Store1
3288;Monday;25;Store2
3289;Monday;39;Store3
3290;Monday;26;Store4
3291;Tuesday;11;Store1
3292;Tuesday;21;Store2
3293;Tuesday;35;Store3
3294;Tuesday;21;Store4
3295;Wednesday;27;Store1
3296;Wednesday;28;Store2
3297;Wednesday;35;Store3
3298;Wednesday;20;Store4
3299;Thursday;36;Store1
3300;Thursday;29;Store2
3301;Thursday;40;Store3
3302;Thursday;25;Store4
3303;Friday;31;Store1
3304;Friday;27;Store2
3305;Friday;23;Store3
3306;Friday;16;Store4
3307;Saturday;24;Store1
3308;Saturday;17;Store2
3309;Saturday;26;Store4
3310;Sunday;34;Store1
3311;Sunday;31;Store3
3312;Sunday;26;Store4
3313;Monday;28;Store1
3314;Monday;34;Store2
3315;Monday;34;Store3
3316;Monday;22;Store4
3317;Tuesday;19;Store1
3318;Tuesday;24;Store2
3319;Tuesday;25;Store3
3320;Tuesday;29;Store4
3321;Wednesday;18;Store1
3322;Wednesday;31;Store2
3323;Wednesday;33;Store3
3324;Wednesday;29;Store4
3325;Thursday;38;Store1
3326;Thursday;37;Store2
3327;Thursday;39;Store3
3328;Thursday;20;Store4
3329;Friday;32;Store1
3330;Friday;27;Store2
3331;Friday;25;Store3
3332;Friday;25;Store4
3333;Saturday;19;Store1
3334;Saturday;16;Store2
3335;Saturday;26;Store3
3336;Saturday;18;Store4
3337;Sunday;17;Store1
3338;Sunday;28;Store2
3339;Sunday;22;Store3
3340;Sunday;20;Store4
3341;Saturday;17;Store1
3342;Saturday;20;Store2
3343;Saturday;12;Store3
3344;Saturday;9;Store4
3345;Sunday;21;Store1
3346;Sunday;25;Store2
3347;Sunday;14;Store3
3348;Sunday;10;Store4
3349;Monday;25;Store1
3350;Monday;20;Store2
3351;Monday;18;Store3
3352;Monday;10;Store4
3353;Tuesday;10;Store1
3354;Tuesday;26;Store2
3355;Tuesday;24;Store3
3356;Tuesday;10;Store4
3357;Wednesday;24;Store1
3358;Wednesday;27;Store2
3359;Wednesday;27;Store3
3360;Wednesday;12;Store4
3361;Thursday;30;Store1
3362;Thursday;31;Store2
3363;Thursday;25;Store3
3364;Thursday;12;Store4
3365;Friday;29;Store1
3366;Friday;36;Store2
3367;Friday;24;Store3
3368;Friday;20;Store4
3369;Saturday;31;Store1
3370;Saturday;19;Store2
3371;Saturday;22;Store3
3372;Saturday;18;Store4
3373;Sunday;13;Store1
3374;Sunday;13;Store2
3375;Sunday;13;Store3
3376;Sunday;8;Store4
3377;Monday;10;Store1
3378;Monday;25;Store2
3379;Monday;13;Store3
3380;Monday;13;Store4
3381;Tuesday;15;Store1
3382;Tuesday;33;Store2
3383;Tuesday;22;Store3
3384;Tuesday;9;Store4
3385;Wednesday;21;Store1
3386;Wednesday;29;Store2
3387;Wednesday;20;Store3
3388;Wednesday;14;Store4
3389;Thursday;20;Store1
3390;Thursday;36;Store2
3391;Thursday;15;Store3
3392;Thursday;15;Store4
3393;Friday;19;Store1
3394;Friday;26;Store2
3395;Friday;13;Store3
3396;Friday;16;Store4
3397;Saturday;28;Store1
3398;Saturday;32;Store2
3399;Saturday;7;Store3
3400;Saturday;21;Store4
3401;Sunday;36;Store1
3402;Sunday;12;Store2
3403;Sunday;22;Store3
3404;Sunday;18;Store4
3405;Monday;21;Store1
3406;Monday;24;Store2
3407;Monday;13;Store3
3408;Monday;12;Store4
3409;Tuesday;20;Store1
3410;Tuesday;24;Store2
3411;Tuesday;14;Store3
3412;Tuesday;11;Store4
3413;Wednesday;28;Store1
3414;Wednesday;34;Store2
3415;Wednesday;15;Store3
3416;Wednesday;21;Store4
3417;Thursday;32;Store1
3418;Thursday;38;Store2
3419;Thursday;23;Store3
3420;Thursday;19;Store4
3421;Friday;16;Store1
3422;Friday;49;Store2
3423;Friday;18;Store3
3424;Friday;31;Store4
3425;Saturday;30;Store1
3426;Saturday;37;Store2
3427;Saturday;18;Store3
3428;Saturday;22;Store4
3429;Sunday;20;Store1
3430;Sunday;26;Store2
3431;Sunday;8;Store3
3432;Sunday;13;Store4
3433;Monday;22;Store1
3434;Monday;30;Store2
3435;Monday;11;Store3
3436;Monday;21;Store4
3437;Tuesday;22;Store1
3438;Tuesday;39;Store2
3439;Tuesday;23;Store3
3440;Tuesday;21;Store4
3441;Wednesday;42;Store1
3442;Wednesday;24;Store2
3443;Wednesday;7;Store3
3444;Wednesday;22;Store4
3445;Thursday;25;Store1
3446;Thursday;30;Store2
3447;Thursday;19;Store3
3448;Thursday;18;Store4
3449;Friday;21;Store1
3450;Friday;34;Store2
3451;Friday;33;Store3
3452;Friday;19;Store4
3453;Saturday;30;Store1
3454;Saturday;31;Store2
3455;Saturday;36;Store3
3456;Saturday;27;Store4
3457;Sunday;21;Store1
3458;Sunday;10;Store2
3459;Sunday;12;Store3
3460;Sunday;14;Store4
3461;Monday;16;Store1
3462;Monday;28;Store2
3463;Monday;15;Store3
3464;Monday;16;Store4
3465;Monday;15;Store1
3466;Monday;25;Store4
3467;Saturday;16;Store1
3468;Saturday;14;Store2
3469;Saturday;10;Store3
3470;Saturday;22;Store4
3471;Sunday;17;Store1
3472;Sunday;27;Store2
3473;Sunday;11;Store3
3474;Sunday;12;Store4
3475;Monday;14;Store1
3476;Monday;24;Store2
3477;Monday;15;Store3
3478;Monday;10;Store4
3479;Tuesday;9;Store1
3480;Tuesday;26;Store2
3481;Tuesday;13;Store3
3482;Tuesday;18;Store4
3483;Wednesday;18;Store1
3484;Wednesday;29;Store2
3485;Wednesday;12;Store3
3486;Wednesday;11;Store4
3487;Thursday;21;Store1
3488;Thursday;34;Store2
3489;Thursday;16;Store3
3490;Thursday;11;Store4
3491;Friday;13;Store1
3492;Friday;23;Store2
3493;Friday;9;Store3
3494;Friday;25;Store4
3495;Saturday;21;Store1
3496;Saturday;11;Store2
3497;Saturday;17;Store3
3498;Saturday;15;Store4
3499;Sunday;19;Store1
3500;Sunday;41;Store2
3501;Sunday;8;Store3
3502;Sunday;13;Store4
3503;Monday;23;Store1
3504;Monday;21;Store2
3505;Monday;27;Store3
3506;Monday;14;Store4
3507;Tuesday;15;Store1
3508;Tuesday;28;Store2
3509;Tuesday;19;Store3
3510;Tuesday;11;Store4
3511;Wednesday;17;Store1
3512;Wednesday;28;Store2
3513;Wednesday;15;Store3
3514;Wednesday;10;Store4
3515;Thursday;16;Store1
3516;Thursday;41;Store2
3517;Thursday;16;Store3
3518;Thursday;11;Store4
3519;Friday;17;Store1
3520;Friday;19;Store2
3521;Friday;10;Store3
3522;Friday;17;Store4
3523;Saturday;18;Store1
3524;Saturday;5;Store2
3525;Saturday;15;Store3
3526;Saturday;7;Store4
3527;Sunday;7;Store1
3528;Sunday;18;Store2
3529;Sunday;6;Store3
3530;Sunday;8;Store4
3531;Monday;21;Store1
3532;Monday;22;Store2
3533;Monday;7;Store3
3534;Monday;15;Store4
3535;Tuesday;10;Store1
3536;Tuesday;33;Store2
3537;Tuesday;16;Store3
3538;Tuesday;6;Store4
3539;Wednesday;12;Store1
3540;Wednesday;22;Store2
3541;Wednesday;20;Store3
3542;Wednesday;25;Store4
3543;Thursday;18;Store1
3544;Thursday;28;Store2
3545;Thursday;16;Store3
3546;Thursday;24;Store4
3547;Friday;12;Store1
3548;Friday;20;Store2
3549;Friday;16;Store3
3550;Friday;9;Store4
3551;Saturday;16;Store1
3552;Saturday;2;Store2
3553;Saturday;11;Store4
3554;Sunday;16;Store1
3555;Sunday;8;Store3
3556;Sunday;18;Store4
3557;Monday;18;Store1
3558;Monday;15;Store2
3559;Monday;17;Store3
3560;Monday;17;Store4
3561;Tuesday;15;Store1
3562;Tuesday;27;Store2
3563;Tuesday;17;Store3
3564;Tuesday;18;Store4
3565;Wednesday;25;Store1
3566;Wednesday;28;Store2
3567;Wednesday;15;Store3
3568;Wednesday;11;Store4
3569;Thursday;18;Store1
3570;Thursday;26;Store2
3571;Thursday;11;Store3
3572;Thursday;6;Store4
3573;Friday;12;Store1
3574;Friday;16;Store2
3575;Friday;13;Store3
3576;Friday;18;Store4
3577;Saturday;20;Store1
3578;Saturday;24;Store2
3579;Saturday;8;Store3
3580;Saturday;16;Store4
3581;Sunday;16;Store1
3582;Sunday;30;Store2
3583;Sunday;10;Store3
3584;Sunday;9;Store4
3585;Saturday;7;Store1
3586;Saturday;2;Store2
3587;Saturday;1;Store3
3588;Saturday;1;Store4
3589;Sunday;1;Store1
3590;Sunday;1;Store2
3591;Sunday;1;Store4
3592;Monday;1;Store1
3593;Monday;3;Store3
3594;Tuesday;2;Store1
3595;Tuesday;1;Store2
3596;Tuesday;2;Store3
3597;Tuesday;1;Store4
3598;Wednesday;1;Store1
3599;Wednesday;3;Store2
3600;Wednesday;3;Store3
3601;Thursday;1;Store1
3602;Thursday;2;Store2
3603;Thursday;4;Store3
3604;Friday;5;Store2
3605;Friday;3;Store3
3606;Saturday;2;Store1
3607;Saturday;2;Store3
3608;Saturday;1;Store4
3609;Sunday;1;Store1
3610;Sunday;1;Store2
3611;Sunday;1;Store3
3612;Sunday;1;Store4
3613;Monday;1;Store2
3614;Monday;3;Store3
3615;Monday;2;Store4
3616;Tuesday;4;Store3
3617;Tuesday;1;Store4
3618;Wednesday;1;Store2
3619;Wednesday;2;Store3
3620;Wednesday;2;Store4
3621;Thursday;3;Store3
3622;Thursday;6;Store4
3623;Friday;1;Store1
3624;Friday;1;Store2
3625;Friday;2;Store3
3626;Saturday;1;Store1
3627;Saturday;1;Store2
3628;Saturday;1;Store3
3629;Sunday;1;Store1
3630;Sunday;1;Store2
3631;Sunday;1;Store4
3632;Monday;2;Store1
3633;Monday;2;Store4
3634;Tuesday;1;Store1
3635;Tuesday;1;Store2
3636;Tuesday;6;Store3
3637;Tuesday;1;Store4
3638;Wednesday;1;Store1
3639;Wednesday;3;Store3
3640;Thursday;1;Store1
3641;Thursday;1;Store2
3642;Thursday;2;Store3
3643;Friday;1;Store1
3644;Friday;2;Store2
3645;Friday;2;Store3
3646;Friday;2;Store4
3647;Saturday;1;Store1
3648;Sunday;1;Store1
3649;Monday;2;Store1
3650;Monday;1;Store2
3651;Monday;4;Store3
3652;Tuesday;2;Store3
3653;Wednesday;5;Store1
3654;Wednesday;2;Store3
3655;Wednesday;2;Store4
3656;Thursday;1;Store2
3657;Thursday;2;Store3
3658;Thursday;1;Store4
3659;Friday;3;Store1
3660;Friday;2;Store2
3661;Friday;2;Store3
3662;Saturday;8;Store1
3663;Saturday;1;Store3
3664;Sunday;1;Store1
3665;Sunday;1;Store2
3666;Sunday;1;Store3
3667;Sunday;1;Store4
3668;Monday;1;Store1
3669;Monday;1;Store2
3670;Monday;3;Store3
3671;Monday;4;Store4
3672;Monday;1;Store1
3673;Monday;2;Store4
3674;Saturday;1;Store1
3675;Saturday;2;Store3
3676;Sunday;1;Store1
3677;Monday;4;Store1
3678;Monday;1;Store3
3679;Monday;2;Store4
3680;Tuesday;3;Store3
3681;Tuesday;2;Store4
3682;Wednesday;1;Store1
3683;Wednesday;1;Store2
3684;Thursday;4;Store3
3685;Thursday;1;Store4
3686;Friday;1;Store1
3687;Friday;1;Store2
3688;Friday;1;Store3
3689;Friday;1;Store4
3690;Saturday;1;Store1
3691;Saturday;1;Store3
3692;Sunday;5;Store2
3693;Monday;1;Store1
3694;Monday;1;Store3
3695;Monday;1;Store4
3696;Tuesday;1;Store1
3697;Tuesday;4;Store3
3698;Thursday;1;Store1
3699;Thursday;7;Store2
3700;Thursday;3;Store3
3701;Thursday;3;Store4
3702;Friday;1;Store1
3703;Friday;2;Store3
3704;Friday;5;Store4
3705;Saturday;1;Store2
3706;Saturday;1;Store4
3707;Monday;1;Store1
3708;Tuesday;1;Store1
3709;Tuesday;2;Store2
3710;Tuesday;2;Store3
3711;Tuesday;4;Store4
3712;Wednesday;2;Store1
3713;Wednesday;1;Store4
3714;Thursday;1;Store1
3715;Friday;2;Store1
3716;Friday;1;Store3
3717;Friday;1;Store4
3718;Saturday;1;Store1
3719;Saturday;1;Store4
3720;Sunday;1;Store4
3721;Monday;1;Store1
3722;Tuesday;2;Store3
3723;Wednesday;1;Store1
3724;Wednesday;1;Store2
3725;Wednesday;3;Store3
3726;Friday;3;Store1
3727;Friday;1;Store3
3728;Friday;3;Store4
3729;Saturday;2;Store1
3730;Saturday;1;Store2
3731;Saturday;1;Store3
3732;Sunday;1;Store1
3733;Sunday;1;Store2
3734;Saturday;31;Store1
3735;Saturday;9;Store2
3736;Saturday;5;Store3
3737;Saturday;19;Store4
3738;Sunday;21;Store1
3739;Sunday;7;Store2
3740;Sunday;9;Store3
3741;Sunday;11;Store4
3742;Monday;23;Store1
3743;Monday;12;Store2
3744;Monday;9;Store3
3745;Monday;16;Store4
3746;Tuesday;17;Store1
3747;Tuesday;16;Store2
3748;Tuesday;11;Store3
3749;Tuesday;17;Store4
3750;Wednesday;10;Store1
3751;Wednesday;19;Store2
3752;Wednesday;12;Store3
3753;Wednesday;12;Store4
3754;Thursday;15;Store1
3755;Thursday;11;Store2
3756;Thursday;16;Store3
3757;Thursday;21;Store4
3758;Friday;21;Store1
3759;Friday;24;Store2
3760;Friday;16;Store3
3761;Friday;14;Store4
3762;Saturday;22;Store1
3763;Saturday;19;Store2
3764;Saturday;14;Store3
3765;Saturday;18;Store4
3766;Sunday;27;Store1
3767;Sunday;8;Store2
3768;Sunday;9;Store3
3769;Sunday;10;Store4
3770;Monday;20;Store1
3771;Monday;11;Store2
3772;Monday;8;Store3
3773;Monday;16;Store4
3774;Tuesday;18;Store1
3775;Tuesday;13;Store2
3776;Tuesday;9;Store3
3777;Tuesday;7;Store4
3778;Wednesday;8;Store1
3779;Wednesday;14;Store2
3780;Wednesday;13;Store3
3781;Wednesday;20;Store4
3782;Thursday;21;Store1
3783;Thursday;18;Store2
3784;Thursday;13;Store3
3785;Thursday;13;Store4
3786;Friday;27;Store1
3787;Friday;28;Store2
3788;Friday;14;Store3
3789;Friday;23;Store4
3790;Saturday;33;Store1
3791;Saturday;17;Store2
3792;Saturday;16;Store3
3793;Saturday;12;Store4
3794;Sunday;20;Store1
3795;Sunday;7;Store2
3796;Sunday;4;Store3
3797;Sunday;14;Store4
3798;Monday;18;Store1
3799;Monday;13;Store2
3800;Monday;5;Store3
3801;Monday;13;Store4
3802;Tuesday;24;Store1
3803;Tuesday;10;Store2
3804;Tuesday;6;Store3
3805;Tuesday;17;Store4
3806;Wednesday;24;Store1
3807;Wednesday;24;Store2
3808;Wednesday;10;Store3
3809;Wednesday;14;Store4
3810;Thursday;18;Store1
3811;Thursday;15;Store2
3812;Thursday;16;Store3
3813;Thursday;23;Store4
3814;Friday;23;Store1
3815;Friday;21;Store2
3816;Friday;13;Store3
3817;Friday;19;Store4
3818;Saturday;36;Store1
3819;Saturday;17;Store2
3820;Saturday;14;Store3
3821;Saturday;22;Store4
3822;Sunday;29;Store1
3823;Sunday;15;Store2
3824;Sunday;7;Store3
3825;Sunday;17;Store4
3826;Monday;9;Store1
3827;Monday;14;Store2
3828;Monday;11;Store3
3829;Monday;13;Store4
3830;Tuesday;21;Store1
3831;Tuesday;20;Store2
3832;Tuesday;10;Store3
3833;Tuesday;9;Store4
3834;Wednesday;17;Store1
3835;Wednesday;14;Store2
3836;Wednesday;12;Store3
3837;Wednesday;17;Store4
3838;Thursday;27;Store1
3839;Thursday;24;Store2
3840;Thursday;13;Store3
3841;Thursday;16;Store4
3842;Friday;19;Store1
3843;Friday;25;Store2
3844;Friday;15;Store3
3845;Friday;13;Store4
3846;Saturday;38;Store1
3847;Saturday;15;Store2
3848;Saturday;10;Store3
3849;Saturday;14;Store4
3850;Sunday;20;Store1
3851;Sunday;9;Store2
3852;Sunday;8;Store3
3853;Sunday;9;Store4
3854;Monday;14;Store1
3855;Monday;16;Store2
3856;Monday;17;Store3
3857;Monday;12;Store4
3858;Monday;7;Store1
3859;Monday;3;Store2
3860;Monday;5;Store3
3861;Monday;17;Store4
3862;Saturday;18;Store1
3863;Saturday;15;Store2
3864;Saturday;7;Store3
3865;Saturday;9;Store4
3866;Sunday;13;Store1
3867;Sunday;16;Store2
3868;Sunday;10;Store3
3869;Sunday;22;Store4
3870;Monday;23;Store1
3871;Monday;24;Store2
3872;Monday;7;Store3
3873;Monday;9;Store4
3874;Tuesday;14;Store1
3875;Tuesday;11;Store2
3876;Tuesday;12;Store3
3877;Tuesday;6;Store4
3878;Wednesday;30;Store1
3879;Wednesday;12;Store2
3880;Wednesday;14;Store3
3881;Wednesday;12;Store4
3882;Thursday;23;Store1
3883;Thursday;10;Store2
3884;Thursday;15;Store3
3885;Thursday;15;Store4
3886;Friday;25;Store1
3887;Friday;17;Store2
3888;Friday;6;Store3
3889;Friday;17;Store4
3890;Saturday;11;Store1
3891;Saturday;9;Store2
3892;Saturday;5;Store3
3893;Saturday;21;Store4
3894;Sunday;8;Store1
3895;Sunday;16;Store2
3896;Sunday;8;Store3
3897;Sunday;13;Store4
3898;Monday;14;Store1
3899;Monday;21;Store2
3900;Monday;4;Store3
3901;Monday;11;Store4
3902;Tuesday;17;Store1
3903;Tuesday;18;Store2
3904;Tuesday;3;Store3
3905;Tuesday;8;Store4
3906;Wednesday;20;Store1
3907;Wednesday;22;Store2
3908;Wednesday;7;Store3
3909;Wednesday;17;Store4
3910;Thursday;20;Store1
3911;Thursday;16;Store2
3912;Thursday;10;Store3
3913;Thursday;18;Store4
3914;Friday;28;Store1
3915;Friday;15;Store2
3916;Friday;8;Store3
3917;Friday;22;Store4
3918;Saturday;11;Store1
3919;Saturday;6;Store2
3920;Saturday;9;Store3
3921;Saturday;22;Store4
3922;Sunday;25;Store1
3923;Sunday;12;Store2
3924;Sunday;13;Store3
3925;Sunday;13;Store4
3926;Monday;11;Store1
3927;Monday;10;Store2
3928;Monday;8;Store3
3929;Monday;6;Store4
3930;Tuesday;13;Store1
3931;Tuesday;19;Store2
3932;Tuesday;12;Store3
3933;Tuesday;22;Store4
3934;Wednesday;16;Store1
3935;Wednesday;13;Store2
3936;Wednesday;14;Store3
3937;Wednesday;18;Store4
3938;Thursday;9;Store1
3939;Thursday;9;Store2
3940;Thursday;8;Store3
3941;Thursday;9;Store4
3942;Friday;31;Store1
3943;Friday;19;Store2
3944;Friday;5;Store3
3945;Friday;21;Store4
3946;Saturday;21;Store1
3947;Saturday;2;Store2
3948;Saturday;14;Store4
3949;Sunday;11;Store1
3950;Sunday;8;Store3
3951;Sunday;21;Store4
3952;Monday;8;Store1
3953;Monday;9;Store2
3954;Monday;7;Store3
3955;Monday;18;Store4
3956;Tuesday;18;Store1
3957;Tuesday;19;Store2
3958;Tuesday;10;Store3
3959;Tuesday;6;Store4
3960;Wednesday;17;Store1
3961;Wednesday;12;Store2
3962;Wednesday;8;Store3
3963;Wednesday;16;Store4
3964;Thursday;22;Store1
3965;Thursday;8;Store2
3966;Thursday;9;Store3
3967;Thursday;21;Store4
3968;Friday;31;Store1
3969;Friday;18;Store2
3970;Friday;5;Store3
3971;Friday;18;Store4
3972;Saturday;15;Store1
3973;Saturday;5;Store2
3974;Saturday;4;Store3
3975;Saturday;11;Store4
3976;Sunday;6;Store1
3977;Sunday;11;Store2
3978;Sunday;3;Store3
3979;Sunday;10;Store4
3980;Saturday;37;Store1
3981;Saturday;38;Store2
3982;Saturday;44;Store3
3983;Saturday;47;Store4
3984;Sunday;44;Store1
3985;Sunday;29;Store2
3986;Sunday;39;Store3
3987;Sunday;33;Store4
3988;Monday;34;Store1
3989;Monday;63;Store2
3990;Monday;50;Store3
3991;Monday;53;Store4
3992;Tuesday;47;Store1
3993;Tuesday;79;Store2
3994;Tuesday;27;Store3
3995;Tuesday;34;Store4
3996;Wednesday;53;Store1
3997;Wednesday;46;Store2
3998;Wednesday;55;Store3
3999;Wednesday;40;Store4
4000;Thursday;58;Store1
4001;Thursday;76;Store2
4002;Thursday;46;Store3
4003;Thursday;48;Store4
4004;Friday;66;Store1
4005;Friday;80;Store2
4006;Friday;67;Store3
4007;Friday;70;Store4
4008;Saturday;29;Store1
4009;Saturday;43;Store2
4010;Saturday;60;Store3
4011;Saturday;51;Store4
4012;Sunday;46;Store1
4013;Sunday;25;Store2
4014;Sunday;40;Store3
4015;Sunday;39;Store4
4016;Monday;51;Store1
4017;Monday;59;Store2
4018;Monday;54;Store3
4019;Monday;62;Store4
4020;Tuesday;44;Store1
4021;Tuesday;78;Store2
4022;Tuesday;55;Store3
4023;Tuesday;39;Store4
4024;Wednesday;41;Store1
4025;Wednesday;62;Store2
4026;Wednesday;67;Store3
4027;Wednesday;42;Store4
4028;Thursday;50;Store1
4029;Thursday;62;Store2
4030;Thursday;66;Store3
4031;Thursday;52;Store4
4032;Friday;71;Store1
4033;Friday;76;Store2
4034;Friday;63;Store3
4035;Friday;36;Store4
4036;Saturday;47;Store1
4037;Saturday;58;Store2
4038;Saturday;50;Store3
4039;Saturday;50;Store4
4040;Sunday;50;Store1
4041;Sunday;34;Store2
4042;Sunday;44;Store3
4043;Sunday;41;Store4
4044;Monday;44;Store1
4045;Monday;53;Store2
4046;Monday;57;Store3
4047;Monday;37;Store4
4048;Tuesday;42;Store1
4049;Tuesday;92;Store2
4050;Tuesday;49;Store3
4051;Tuesday;35;Store4
4052;Wednesday;48;Store1
4053;Wednesday;71;Store2
4054;Wednesday;50;Store3
